agency,dataset_title,parent_alias_id,alias_id,alias,alias_type,prefilter
NASA,Aqua/AIRS L3 Daily Standard Physical Retrieval (AIRS+AMSU) 1 degree x 1 degree,290,290,Aqua/AIRS L3 Daily Standard Physical Retrieval (AIRS+AMSU) 1 degree x 1 degree,main,
NASA,Aqua/AIRS L3 Daily Standard Physical Retrieval (AIRS+AMSU) 1 degree x 1 degree,290,302,AIRX3STD,acronym,
NASA,Aqua/AIRS L3 Daily Standard Physical Retrieval (AIRS+AMSU) 1 degree x 1 degree,290,303,AIRS/Aqua Standard Physical Retrieval (AIRS+AMSU) Daily Level 3,alias,
NASA,Aqua/AIRS L3 Daily Standard Physical Retrieval (AIRS+AMSU) 1 degree x 1 degree,290,304,AIRS/Aqua Standard Physical Retrieval (AIRS+AMSU) Daily L3,alias,
NASA,Aqua/AIRS L3 Daily Standard Physical Retrieval (AIRS+AMSU) 1 degree x 1 degree,290,305,AIRS/Aqua Standard Physical Retrieval (AIRS+AMSU) Level 3 Daily,alias,
NASA,Aqua/AIRS L3 Daily Standard Physical Retrieval (AIRS+AMSU) 1 degree x 1 degree,290,306,AIRS/Aqua Standard Physical Retrieval (AIRS+AMSU) L3 Daily,alias,
NASA,Aqua/AIRS L3 Daily Standard Physical Retrieval (AIRS+AMSU) 1 degree x 1 degree,290,307,AMSU+AIRS/Aqua Level 3 Daily Standard Physical Retrieval,alias,
NASA,Aqua/AIRS L3 Daily Standard Physical Retrieval (AIRS+AMSU) 1 degree x 1 degree,290,308,Aqua/AIRS L3 Daily Standard Physical Retrieval (AIRS+AMSU),alias,
NASA,Aqua/AIRS L3 Daily Standard Physical Retrieval (AIRS+AMSU) 1 degree x 1 degree,290,309,AIRS+AMSU/Aqua Level 3 Daily Standard Physical Retrieval,alias,
NASA,Aqua/AIRS L3 Daily Standard Physical Retrieval (AIRS+AMSU) 1 degree x 1 degree,290,310,AIRS+AMSU/Aqua L3 Daily Standard Physical Retrieval,alias,
NASA,Aqua/AIRS L3 Daily Standard Physical Retrieval (AIRS+AMSU) 1 degree x 1 degree,290,311,AIRS/Aqua Level 3 Daily Standard Physical Retrieval (AIRS+AMSU),alias,
NASA,Aqua/AIRS L3 Daily Standard Physical Retrieval (AIRS+AMSU) 1 degree x 1 degree,290,312,AIRS/Aqua L3 Daily Standard Physical Retrieval (AIRS+AMSU),alias,
NASA,Aqua/AIRS L3 Daily Standard Physical Retrieval (AIRS+AMSU) 1 degree x 1 degree,290,313,Aqua/AIRS Level 3 Daily Standard Physical Retrieval (AIRS+AMSU),alias,
NASA,Aqua/AIRS L3 Daily Standard Physical Retrieval (AIRS+AMSU) 1 degree x 1 degree,290,314,Aqua/AIRS Standard Physical Retrieval (AIRS+AMSU) L3 Daily,alias,
NASA,Aqua/AIRS L3 Daily Standard Physical Retrieval (AIRS+AMSU) 1 degree x 1 degree,290,315,Aqua/AIRS Standard Physical Retrieval (AIRS+AMSU) Daily Level 3,alias,
NASA,Aqua/AIRS L3 Daily Standard Physical Retrieval (AIRS+AMSU) 1 degree x 1 degree,290,316,Aqua/AIRS Standard Physical Retrieval (AIRS+AMSU) Daily L3,alias,
NASA,Aqua/AIRS L3 Daily Standard Physical Retrieval (AIRS+AMSU) 1 degree x 1 degree,290,317,Aqua/AIRS Standard Physical Retrieval (AIRS+AMSU) Level 3 Daily,alias,
NASA,Aqua/AIRS L3 Daily Standard Physical Retrieval (AIRS+AMSU) 1 degree x 1 degree,290,318,AMSU+AIRS/Aqua L3 Daily Standard Physical Retrieval,alias,
NASA,Aqua/AIRS L3 Daily Standard Physical Retrieval (AIRS+AMSU) 1 degree x 1 degree,290,319,Aqua/AIRS+AMSU Level 3 Daily Standard Physical Retrieval,alias,
NASA,Aqua/AIRS L3 Daily Standard Physical Retrieval (AIRS+AMSU) 1 degree x 1 degree,290,320,Aqua/AIRS+AMSU L3 Daily Standard Physical Retrieval,alias,
NASA,Aqua/AIRS L3 Daily Standard Physical Retrieval (AIRS+AMSU) 1 degree x 1 degree,290,476,10.5067/8XB4RU470FJV,doi,
NASA,Aqua/AIRS L3 Daily Standard Physical Retrieval (AIRS+AMSU) 1 degree x 1 degree,290,477,10.5067/AQUA/AIRS/DATA301,doi,
NASA,Aqua/AIRS L3 Daily Standard Physical Retrieval (AIRS-only) 1 degree x 1 degree,291,291,Aqua/AIRS L3 Daily Standard Physical Retrieval (AIRS-only) 1 degree x 1 degree,main,
NASA,Aqua/AIRS L3 Daily Standard Physical Retrieval (AIRS-only) 1 degree x 1 degree,291,321,Aqua/AIRS Standard Physical Retrieval (AIRS-only) Daily Level 3,alias,
NASA,Aqua/AIRS L3 Daily Standard Physical Retrieval (AIRS-only) 1 degree x 1 degree,291,322,AIRS/Aqua Standard Physical Retrieval (AIRS-only) L3 Daily,alias,
NASA,Aqua/AIRS L3 Daily Standard Physical Retrieval (AIRS-only) 1 degree x 1 degree,291,323,AIRS/Aqua Standard Physical Retrieval (AIRS-only) Level 3 Daily,alias,
NASA,Aqua/AIRS L3 Daily Standard Physical Retrieval (AIRS-only) 1 degree x 1 degree,291,324,AIRS/Aqua Standard Physical Retrieval (AIRS-only) Daily Level 3,alias,
NASA,Aqua/AIRS L3 Daily Standard Physical Retrieval (AIRS-only) 1 degree x 1 degree,291,325,Aqua/AIRS Standard Physical Retrieval (AIRS-only) Daily L3,alias,
NASA,Aqua/AIRS L3 Daily Standard Physical Retrieval (AIRS-only) 1 degree x 1 degree,291,326,AIRS/Aqua Standard Physical Retrieval (AIRS-only) Daily L3,alias,
NASA,Aqua/AIRS L3 Daily Standard Physical Retrieval (AIRS-only) 1 degree x 1 degree,291,327,AIRS/Aqua L3 Daily Standard Physical Retrieval (AIRS-only),alias,
NASA,Aqua/AIRS L3 Daily Standard Physical Retrieval (AIRS-only) 1 degree x 1 degree,291,328,Aqua/AIRS Level 3 Daily Standard Physical Retrieval (AIRS-only),alias,
NASA,Aqua/AIRS L3 Daily Standard Physical Retrieval (AIRS-only) 1 degree x 1 degree,291,329,Aqua/AIRS Standard Physical Retrieval (AIRS-only) L3 Daily,alias,
NASA,Aqua/AIRS L3 Daily Standard Physical Retrieval (AIRS-only) 1 degree x 1 degree,291,330,AIRS3STD,acronym,
NASA,Aqua/AIRS L3 Daily Standard Physical Retrieval (AIRS-only) 1 degree x 1 degree,291,331,Aqua/AIRS L3 Daily Standard Physical Retrieval (AIRS-only),alias,
NASA,Aqua/AIRS L3 Daily Standard Physical Retrieval (AIRS-only) 1 degree x 1 degree,291,332,Aqua/AIRS Standard Physical Retrieval (AIRS-only) Level 3 Daily,alias,
NASA,Aqua/AIRS L3 Daily Standard Physical Retrieval (AIRS-only) 1 degree x 1 degree,291,333,Aqua/AIRS-only L3 Daily Standard Physical Retrieval,alias,
NASA,Aqua/AIRS L3 Daily Standard Physical Retrieval (AIRS-only) 1 degree x 1 degree,291,334,Aqua/AIRS-only Level 3 Daily Standard Physical Retrieval,alias,
NASA,Aqua/AIRS L3 Daily Standard Physical Retrieval (AIRS-only) 1 degree x 1 degree,291,335,AIRS-only/Aqua Level 3 Daily Standard Physical Retrieval,alias,
NASA,Aqua/AIRS L3 Daily Standard Physical Retrieval (AIRS-only) 1 degree x 1 degree,291,336,AIRS-only/Aqua L3 Daily Standard Physical Retrieval,alias,
NASA,Aqua/AIRS L3 Daily Standard Physical Retrieval (AIRS-only) 1 degree x 1 degree,291,337,AIRS/Aqua Level 3 Daily Standard Physical Retrieval (AIRS-only),alias,
NASA,Aqua/AIRS L3 Daily Standard Physical Retrieval (AIRS-only) 1 degree x 1 degree,291,478,10.5067/AQUA/AIRS/DATA303,doi,
NASA,Aqua/AIRS L3 Daily Standard Physical Retrieval (AIRS-only) 1 degree x 1 degree,291,479,10.5067/UO3Q64CTTS1U,doi,
NASA,TRMM (TMPA/3B43) Rainfall Estimate L3 1 month 0.25 degree x 0.25 degree,292,292,TRMM (TMPA/3B43) Rainfall Estimate L3 1 month 0.25 degree x 0.25 degree,main,
NASA,TRMM (TMPA/3B43) Rainfall Estimate L3 1 month 0.25 degree x 0.25 degree,292,338,TRMM_3B43,acronym,
NASA,TRMM (TMPA/3B43) Rainfall Estimate L3 1 month 0.25 degree x 0.25 degree,292,339,TRMM 3B43,alias,
NASA,TRMM (TMPA/3B43) Rainfall Estimate L3 1 month 0.25 degree x 0.25 degree,292,340,TMPA 3B43,alias,
NASA,TRMM (TMPA/3B43) Rainfall Estimate L3 1 month 0.25 degree x 0.25 degree,292,341,TRMM (TMPA/3B43) Rainfall Estimate L3 1 month ,alias,
NASA,TRMM (TMPA/3B43) Rainfall Estimate L3 1 month 0.25 degree x 0.25 degree,292,342,TRMM (TMPA/3B43) Rainfall Estimate Level 3 1 month ,alias,
NASA,TRMM (TMPA/3B43) Rainfall Estimate L3 1 month 0.25 degree x 0.25 degree,292,480,10.5067/TRMM/TMPA/MONTH/7,doi,
NASA,TRMM (TMPA) Precipitation L3 1 day 0.25 degree x 0.25 degree,293,293,TRMM (TMPA) Precipitation L3 1 day 0.25 degree x 0.25 degree,main,
NASA,TRMM (TMPA) Precipitation L3 1 day 0.25 degree x 0.25 degree,293,343,TRMM_3B42_Daily,acronym,
NASA,TRMM (TMPA) Precipitation L3 1 day 0.25 degree x 0.25 degree,293,344,TRMM (TMPA) Precipitation L3 1 day,alias,
NASA,TRMM (TMPA) Precipitation L3 1 day 0.25 degree x 0.25 degree,293,345,TMPA 3B42 daily,alias,
NASA,TRMM (TMPA) Precipitation L3 1 day 0.25 degree x 0.25 degree,293,346,TRMM 3B42 daily,alias,
NASA,TRMM (TMPA) Precipitation L3 1 day 0.25 degree x 0.25 degree,293,347,TRMM (TMPA) Precipitation Level 3 1 day ,alias,
NASA,TRMM (TMPA) Precipitation L3 1 day 0.25 degree x 0.25 degree,293,481,10.5067/TRMM/TMPA/DAY/7,doi,
NASA,GPM IMERG Final Precipitation L3 1 month 0.1 degree x 0.1 degree,294,294,GPM IMERG Final Precipitation L3 1 month 0.1 degree x 0.1 degree,main,
NASA,GPM IMERG Final Precipitation L3 1 month 0.1 degree x 0.1 degree,294,348,GPM IMERG L3 monthly Final run,alias,
NASA,GPM IMERG Final Precipitation L3 1 month 0.1 degree x 0.1 degree,294,349,GPM IMERG Precipitation L3 1 month Final run,alias,
NASA,GPM IMERG Final Precipitation L3 1 month 0.1 degree x 0.1 degree,294,350,GPM IMERG Precipitation L3 monthly Final run,alias,
NASA,GPM IMERG Final Precipitation L3 1 month 0.1 degree x 0.1 degree,294,351,GPM IMERG Precipitation Level 3 1 month Final run,alias,
NASA,GPM IMERG Final Precipitation L3 1 month 0.1 degree x 0.1 degree,294,352,GPM IMERG Final Precipitation L3 monthly,alias,
NASA,GPM IMERG Final Precipitation L3 1 month 0.1 degree x 0.1 degree,294,353,GPM IMERG  Precipitation Level 3 monthly Final run,alias,
NASA,GPM IMERG Final Precipitation L3 1 month 0.1 degree x 0.1 degree,294,354,GPM IMERG Final Precipitation Level 3 monthly,alias,
NASA,GPM IMERG Final Precipitation L3 1 month 0.1 degree x 0.1 degree,294,355,GPM IMERG Final Precipitation L3 1 month,alias,
NASA,GPM IMERG Final Precipitation L3 1 month 0.1 degree x 0.1 degree,294,356,GPM_3IMERGM,acronym,
NASA,GPM IMERG Final Precipitation L3 1 month 0.1 degree x 0.1 degree,294,357,GPM IMERG Final Precipitation Level 3 1 month,alias,
NASA,GPM IMERG Final Precipitation L3 1 month 0.1 degree x 0.1 degree,294,358,GPM IMERG Level 3 monthly Final run,alias,
NASA,GPM IMERG Final Precipitation L3 1 month 0.1 degree x 0.1 degree,294,482,10.5067/GPM/IMERG/3B-MONTH/04,doi,
NASA,GPM IMERG Final Precipitation L3 1 month 0.1 degree x 0.1 degree,294,483,10.5067/GPM/IMERG/3B-MONTH/05,doi,
NASA,GPM IMERG Final Precipitation L3 1 month 0.1 degree x 0.1 degree,294,484,10.5067/GPM/IMERG/3B-MONTH/06,doi,
NASA,GPM IMERG Final Precipitation L3 1 month 0.1 degree x 0.1 degree,294,485,10.5067/GPM/IMERG/MONTH/3B,doi,
NASA,GPM IMERG Final Precipitation L3 1 month 0.1 degree x 0.1 degree,294,486,10.5067/GPM/IMERGM/MONTH/04,doi,
NASA,GPM IMERG Final Precipitation L3 Half Hourly 0.1 degree x 0.1 degree,295,295,GPM IMERG Final Precipitation L3 Half Hourly 0.1 degree x 0.1 degree,main,
NASA,GPM IMERG Final Precipitation L3 Half Hourly 0.1 degree x 0.1 degree,295,359,GPM IMERG Final Precipitation Half Hourly Level 3,alias,
NASA,GPM IMERG Final Precipitation L3 Half Hourly 0.1 degree x 0.1 degree,295,360,GPM IMERG Final Precipitation Half Hourly L3,alias,
NASA,GPM IMERG Final Precipitation L3 Half Hourly 0.1 degree x 0.1 degree,295,361,GPM_3IMERGHH,acronym,
NASA,GPM IMERG Final Precipitation L3 Half Hourly 0.1 degree x 0.1 degree,295,362,GPM IMERG Final Precipitation Level 3 Half Hourly,alias,
NASA,GPM IMERG Final Precipitation L3 Half Hourly 0.1 degree x 0.1 degree,295,363,GPM IMERG Half Hourly Level 3 Final Precipitation ,alias,
NASA,GPM IMERG Final Precipitation L3 Half Hourly 0.1 degree x 0.1 degree,295,364,GPM IMERG Half Hourly L3 Final Precipitation ,alias,
NASA,GPM IMERG Final Precipitation L3 Half Hourly 0.1 degree x 0.1 degree,295,365,GPM IMERG Final Precipitation L3 Half Hourly,alias,
NASA,GPM IMERG Final Precipitation L3 Half Hourly 0.1 degree x 0.1 degree,295,487,10.5067/GPM/IMERG/3B-HH/04,doi,
NASA,GPM IMERG Final Precipitation L3 Half Hourly 0.1 degree x 0.1 degree,295,488,10.5067/GPM/IMERG/3B-HH/05,doi,
NASA,GPM IMERG Final Precipitation L3 Half Hourly 0.1 degree x 0.1 degree,295,489,10.5067/GPM/IMERG/3B-HH/06,doi,
NASA,GPM IMERG Final Precipitation L3 Half Hourly 0.1 degree x 0.1 degree,295,490,10.5067/GPM/IMERG/HH/3B,doi,
NASA,GPM IMERG Final Precipitation L3 Half Hourly 0.1 degree x 0.1 degree,295,491,10.5067/GPM/IMERGHH/HH/04,doi,
NASA,GLDAS Noah Land Surface Model L4 monthly 0.25 x 0.25 degree,296,296,GLDAS Noah Land Surface Model L4 monthly 0.25 x 0.25 degree,main,
NASA,GLDAS Noah Land Surface Model L4 monthly 0.25 x 0.25 degree,296,366,GLDAS Noah Land Surface Model monthly Level 4  0.25 deg x 0.25 deg,alias,
NASA,GLDAS Noah Land Surface Model L4 monthly 0.25 x 0.25 degree,296,367,GLDAS Noah monthly LSM L4  0.25 deg x 0.25 deg,alias,
NASA,GLDAS Noah Land Surface Model L4 monthly 0.25 x 0.25 degree,296,368,GLDAS Noah monthly LSM L4  0.25 degree x 0.25 degree,alias,
NASA,GLDAS Noah Land Surface Model L4 monthly 0.25 x 0.25 degree,296,369,GLDAS Noah LSM Level 4 monthly 0.25 deg x 0.25 deg,alias,
NASA,GLDAS Noah Land Surface Model L4 monthly 0.25 x 0.25 degree,296,370,GLDAS Noah LSM Level 4 monthly 0.25 degree x 0.25 degree,alias,
NASA,GLDAS Noah Land Surface Model L4 monthly 0.25 x 0.25 degree,296,371,GLDAS Noah LSM L4 monthly 0.25 degree x 0.25 degree,alias,
NASA,GLDAS Noah Land Surface Model L4 monthly 0.25 x 0.25 degree,296,372,GLDAS Noah Land Surface Model L4 monthly 0.25 degree x 0.25 degree,alias,
NASA,GLDAS Noah Land Surface Model L4 monthly 0.25 x 0.25 degree,296,373,GLDAS Noah Land Surface Model L4 monthly 0.25 x 0.25 ,alias,
NASA,GLDAS Noah Land Surface Model L4 monthly 0.25 x 0.25 degree,296,374,GLDAS Noah Land Surface Model Level 4 monthly 0.25 degree x 0.25 degree,alias,
NASA,GLDAS Noah Land Surface Model L4 monthly 0.25 x 0.25 degree,296,375,GLDAS Noah LSM L4 monthly 0.25 x 0.25,alias,
NASA,GLDAS Noah Land Surface Model L4 monthly 0.25 x 0.25 degree,296,376,GLDAS Noah Land Surface Model Level 4 monthly 0.25 x 0.25,alias,
NASA,GLDAS Noah Land Surface Model L4 monthly 0.25 x 0.25 degree,296,377,GLDAS Noah Land Surface Model monthly L4 0.25 x 0.25,alias,
NASA,GLDAS Noah Land Surface Model L4 monthly 0.25 x 0.25 degree,296,378,GLDAS Noah Land Surface Model monthly Level 4  0.25 x 0.25,alias,
